RA,ANO,FASE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPV,IAN,DEFASAGEM,GENERO,IDADE,ANO_INGRESSO,PONTO_VIRADA,IPP
RA-203,2022,3,QUARTZO,5.669,8.8,4.3,7.5,2.8,6.875,5.0,-1,Feminino,14,2021,Não,7.0604166666
RA-204,2022,3,AGATA,6.943,7.9,6.7,4.4,7.4,5.708,10.0,0,Feminino,13,2019,Não,6.666666666599999
RA-205,2022,3,QUARTZO,5.372,9.6,3.8,7.5,4.1,4.833,5.0,-1,Masculino,14,2020,Não,5.895833333400001
RA-206,2022,3,AMETISTA,7.101,8.3,8.8,7.5,5.0,5.167,10.0,0,Feminino,12,2022,Não,7.2395833332
RA-207,2022,3,QUARTZO,4.936,0.0,4.8,7.5,5.8,5.708,2.5,-3,Masculino,16,2021,Não,6.8416666668
RA-208,2022,3,AGATA,6.667,7.5,7.1,7.5,6.1,6.417,5.0,-1,Masculino,14,2018,Não,7.770833333400001
RA-209,2022,3,QUARTZO,4.499,0.0,4.8,5.6,6.0,3.75,5.0,-1,Masculino,14,2019,Não,7.239583333400001
RA-210,2022,3,QUARTZO,4.44,0.0,5.1,7.5,3.4,4.417,5.0,-1,Masculino,14,2022,Não,7.583333333400001
RA-211,2022,3,TOPAZIO,8.465,9.2,8.8,7.5,7.6,8.458,10.0,0,Masculino,13,2021,Sim,7.95625
RA-212,2022,3,AMETISTA,7.268,9.6,8.4,7.5,6.2,6.958,5.0,-1,Masculino,14,2022,Não,7.666666666599999
RA-213,2022,3,AMETISTA,7.209,9.6,8.7,7.5,3.5,6.833,10.0,0,Masculino,13,2022,Não,7.1458333332
RA-214,2022,3,QUARTZO,4.87,0.0,6.1,7.5,4.3,5.125,5.0,-2,Masculino,15,2022,Não,6.9333333334
RA-215,2022,3,AMETISTA,7.172,6.7,5.8,7.5,7.8,6.542,10.0,0,Feminino,13,2021,Não,7.416666666599999
RA-216,2022,3,AMETISTA,7.502,7.9,8.5,7.5,7.0,5.583,10.0,0,Feminino,13,2018,Não,7.8458333332
RA-217,2022,3,AMETISTA,7.397,7.9,8.5,7.5,7.1,7.292,5.0,-2,Feminino,15,2021,Não,7.947916666599999
RA-218,2022,3,AGATA,6.1,6.3,7.3,7.5,4.0,6.125,5.0,-1,Feminino,14,2022,Não,7.4625
RA-219,2022,3,QUARTZO,5.942,8.8,6.9,7.5,3.5,6.375,2.5,-3,Masculino,16,2019,Não,7.395833333400001
RA-220,2022,3,AGATA,7.028,0.0,8.1,7.5,6.5,7.833,10.0,0,Feminino,13,2022,Não,6.46875
RA-221,2022,3,AGATA,6.892,9.6,8.5,7.5,5.2,6.0,5.0,-1,Masculino,14,2022,Não,7.5
RA-222,2022,3,QUARTZO,5.604,7.1,4.6,7.5,6.2,4.917,5.0,-2,Feminino,15,2019,Não,6.9666666666
RA-223,2022,3,QUARTZO,4.966,0.0,4.6,7.5,3.1,5.583,10.0,0,Feminino,13,2022,Não,7.55
RA-224,2022,3,QUARTZO,5.671,9.6,4.3,7.5,2.6,4.875,10.0,0,Masculino,13,2021,Não,7.4041666666
RA-225,2022,3,QUARTZO,5.918,8.3,5.3,7.5,5.0,5.708,5.0,-1,Masculino,14,2022,Não,6.916666666599999
RA-226,2022,3,AGATA,6.549,7.5,6.1,7.5,6.8,6.208,5.0,-1,Feminino,14,2022,Não,7.614583333400001
RA-227,2022,3,AGATA,6.471,9.2,6.4,7.5,3.3,5.833,10.0,0,Masculino,12,2022,Não,7.041666666599999
RA-228,2022,3,AGATA,6.196,7.5,6.7,7.5,4.8,6.417,5.0,-2,Feminino,15,2017,Não,6.9875
RA-229,2022,3,TOPAZIO,8.62,10.0,9.4,7.5,6.9,8.5,10.0,0,Masculino,12,2022,Sim,6.8458333334
RA-230,2022,3,AGATA,6.328,7.9,5.1,7.5,5.7,6.75,5.0,-1,Masculino,14,2022,Não,7.1125
RA-231,2022,3,AGATA,6.116,8.8,7.4,7.5,3.8,5.333,5.0,-1,Masculino,14,2022,Não,7.7125
RA-232,2022,3,QUARTZO,4.245,0.0,4.9,7.5,0.0,4.542,10.0,0,Masculino,12,2022,Não,7.020833333400001
RA-233,2022,3,AGATA,6.051,7.9,7.4,7.5,3.8,5.5,5.0,-1,Masculino,14,2022,Não,7.7125
RA-234,2022,3,AGATA,6.719,10.0,7.6,5.6,4.3,5.583,10.0,0,Masculino,13,2022,Não,7.09375
RA-235,2022,3,AGATA,6.79,8.3,7.3,7.5,6.3,6.417,5.0,-1,Feminino,14,2022,Não,7.364583333400001
RA-236,2022,3,AMETISTA,7.11,9.6,7.5,7.5,3.7,7.208,10.0,0,Feminino,12,2022,Não,7.760416666599999
RA-237,2022,3,TOPAZIO,8.084,10.0,9.0,7.5,7.8,8.417,5.0,-1,Feminino,14,2022,Sim,8.1666666666
RA-238,2022,3,AGATA,6.331,8.8,6.4,5.0,5.1,7.208,5.0,-1,Feminino,14,2021,Não,6.68125
RA-239,2022,3,QUARTZO,4.572,0.0,3.7,7.5,3.7,5.958,5.0,-2,Feminino,15,2021,Não,6.46875
RA-240,2022,3,AGATA,6.943,7.1,8.1,5.0,4.7,7.042,10.0,0,Feminino,13,2017,Não,6.78125
RA-241,2022,3,TOPAZIO,8.468,10.0,10.0,7.5,7.7,9.125,5.0,-1,Masculino,14,2016,Sim,7.9375
RA-242,2022,3,TOPAZIO,8.673,9.6,9.7,5.6,8.2,8.708,10.0,0,Masculino,13,2018,Sim,8.0572916666
RA-243,2022,3,AGATA,6.982,7.1,8.7,5.0,6.0,7.875,5.0,-2,Feminino,15,2022,Não,7.666666666599999
RA-244,2022,3,TOPAZIO,8.51,7.5,9.4,6.3,7.8,9.208,10.0,0,Feminino,12,2018,Sim,7.625000000200001
RA-245,2022,3,TOPAZIO,8.656,10.0,9.9,7.5,8.4,9.25,5.0,-1,Masculino,14,2016,Sim,8.1458333334
RA-246,2022,3,TOPAZIO,8.639,8.3,9.4,7.5,7.6,9.167,10.0,0,Masculino,13,2022,Sim,7.833333333400001
RA-247,2022,3,AMETISTA,7.72,8.3,8.2,7.5,5.8,7.875,10.0,0,Feminino,13,2021,Não,7.854166666599999
RA-248,2022,3,AMETISTA,7.429,9.2,7.6,7.5,5.2,7.292,10.0,0,Masculino,13,2022,Não,7.1020833334
RA-249,2022,3,QUARTZO,5.097,6.7,7.4,5.0,2.9,4.292,5.0,-1,Masculino,14,2017,Não,6.020833333400001
RA-250,2022,3,AMETISTA,7.958,8.3,8.6,7.5,6.6,7.625,10.0,0,Feminino,12,2022,Não,7.75
RA-251,2022,3,AGATA,7.022,10.0,8.1,5.6,6.3,6.625,5.0,-2,Masculino,15,2018,Não,7.166666666599999
RA-252,2022,3,QUARTZO,4.277,9.2,2.8,7.5,0.9,3.875,5.0,-1,Masculino,14,2018,Não,6.65
RA-253,2022,3,QUARTZO,4.312,9.2,3.6,5.0,1.8,3.75,5.0,-2,Masculino,15,2019,Não,6.5875
RA-254,2022,3,AGATA,6.715,10.0,7.4,5.6,5.3,6.917,5.0,-1,Masculino,14,2019,Não,7.6916666666
RA-255,2022,3,QUARTZO,4.563,7.5,3.8,5.0,1.3,5.542,5.0,-1,Masculino,14,2019,Não,5.5895833334
RA-256,2022,3,AMETISTA,7.192,8.8,8.5,5.0,5.2,6.708,10.0,0,Feminino,12,2019,Não,7.229166666599999
RA-257,2022,3,QUARTZO,5.149,0.0,6.4,5.6,3.6,6.708,5.0,-1,Feminino,14,2018,Não,6.6208333334
RA-258,2022,3,AGATA,6.926,10.0,7.3,5.6,4.8,6.125,10.0,0,Feminino,12,2018,Não,7.1875
RA-259,2022,3,QUARTZO,4.182,8.8,2.9,7.5,0.9,4.625,2.5,-3,Masculino,16,2017,Não,6.65
RA-260,2022,3,AMETISTA,7.44,10.0,8.2,7.5,5.0,6.458,10.0,0,Feminino,13,2019,Não,7.04375
RA-261,2022,3,AGATA,6.763,8.8,7.2,5.6,5.8,7.042,5.0,-1,Feminino,14,2019,Não,6.90625
RA-262,2022,3,QUARTZO,4.786,0.0,5.8,5.6,3.4,5.625,5.0,-2,Masculino,15,2021,Não,7.08125
RA-263,2022,3,QUARTZO,5.319,5.8,5.6,7.5,3.7,4.417,5.0,-2,Feminino,15,2019,Não,7.395833333400001
RA-264,2022,3,AMETISTA,7.087,10.0,9.2,5.6,5.8,6.625,5.0,-2,Feminino,15,2022,Não,7.4375
RA-265,2022,3,AMETISTA,7.926,8.3,7.7,7.5,6.9,7.917,10.0,0,Masculino,13,2019,Não,7.75
RA-266,2022,3,QUARTZO,5.987,7.5,5.8,5.6,6.0,6.583,2.5,-3,Feminino,16,2019,Não,6.385416666599999
RA-267,2022,3,AGATA,6.012,10.0,7.4,5.0,3.3,6.292,5.0,-2,Feminino,15,2016,Não,6.645833333400001
RA-268,2022,3,AGATA,6.695,9.2,6.7,6.3,5.7,7.208,5.0,-1,Feminino,14,2021,Não,7.3083333334
RA-269,2022,3,TOPAZIO,8.231,9.2,8.6,6.3,8.9,7.25,10.0,0,Masculino,13,2022,Não,7.8875
RA-270,2022,3,TOPAZIO,8.226,8.3,8.4,6.9,7.9,8.125,10.0,0,Feminino,13,2019,Não,7.525
RA-271,2022,3,AMETISTA,7.255,9.2,8.5,5.6,7.1,6.958,5.0,-2,Feminino,15,2022,Não,7.739583333400001
RA-272,2022,3,AGATA,6.361,9.2,5.7,7.5,5.1,6.417,5.0,-1,Masculino,14,2021,Não,6.9375
RA-273,2022,3,QUARTZO,5.679,9.2,5.3,7.5,3.0,5.833,5.0,-1,Feminino,14,2018,Não,7.425
RA-274,2022,3,AMETISTA,7.946,7.9,8.3,7.5,8.1,7.0,10.0,1,Feminino,11,2019,Não,7.71875
RA-275,2022,3,AGATA,6.665,9.6,6.9,7.5,4.6,6.667,5.0,-2,Masculino,15,2018,Não,7.33125
RA-276,2022,3,QUARTZO,5.527,7.1,5.7,5.6,4.3,5.125,5.0,-1,Feminino,14,2017,Não,6.9583333332
RA-277,2022,3,AMETISTA,7.411,7.1,8.8,7.5,7.4,7.208,5.0,-1,Masculino,14,2021,Não,7.9666666666
RA-278,2022,3,AMETISTA,7.741,8.8,9.2,5.6,6.0,7.417,10.0,0,Masculino,12,2018,Não,7.40625
RA-279,2022,3,TOPAZIO,8.815,9.2,9.9,6.3,9.1,8.208,10.0,0,Masculino,13,2019,Não,8.9583333334
RA-280,2022,3,AMETISTA,8.046,7.5,9.2,7.5,7.1,7.333,10.0,0,Feminino,13,2021,Não,7.9479166668
RA-281,2022,3,AGATA,6.806,6.7,6.9,7.5,5.9,5.625,10.0,0,Feminino,13,2019,Não,8.0833333334
RA-282,2022,3,AGATA,6.618,8.8,6.8,7.5,4.0,5.625,10.0,0,Feminino,13,2019,Não,7.15625
RA-283,2022,3,AMETISTA,7.131,9.6,8.8,7.5,5.6,6.625,5.0,-1,Masculino,14,2020,Não,7.9625
RA-284,2022,3,QUARTZO,5.939,6.7,5.1,5.6,3.8,5.958,10.0,0,Masculino,13,2022,Não,6.8833333331999995
RA-285,2022,3,QUARTZO,5.063,9.2,4.1,7.5,2.8,5.75,2.5,-3,Feminino,16,2020,Não,7.0604166666
RA-286,2022,3,QUARTZO,5.424,7.1,5.8,6.3,3.0,5.625,5.0,-2,Feminino,15,2022,Não,7.1479166666
RA-287,2022,3,QUARTZO,3.7,7.9,3.4,5.0,1.1,4.292,2.5,-4,Feminino,17,2022,Não,5.5895833334
RA-288,2022,3,QUARTZO,4.097,0.0,5.6,6.3,0.0,6.833,2.5,-3,Feminino,16,2022,Não,6.6375
RA-289,2022,3,AGATA,6.236,0.0,7.8,6.3,6.8,7.25,5.0,-1,Feminino,14,2020,Não,7.46875
RA-290,2022,3,QUARTZO,4.929,10.0,3.9,6.3,1.7,6.042,2.5,-4,Feminino,17,2022,Não,6.3416666666
RA-291,2022,3,TOPAZIO,8.122,8.3,8.2,6.9,8.0,7.792,10.0,0,Masculino,13,2022,Não,7.525
RA-292,2022,3,QUARTZO,4.837,7.9,3.7,7.5,1.8,6.292,2.5,-3,Masculino,16,2022,Não,7.072916666599999
RA-293,2022,3,QUARTZO,4.875,8.8,2.9,7.5,2.3,3.333,10.0,0,Masculino,13,2022,Não,6.5666666666
RA-294,2022,3,QUARTZO,5.031,9.6,5.8,7.5,0.0,5.917,2.5,-5,Feminino,18,2022,Não,7.364583333400001
RA-295,2022,3,AMETISTA,7.305,7.9,8.0,7.5,6.9,7.375,5.0,-1,Feminino,14,2022,Não,7.59375
RA-296,2022,3,QUARTZO,4.665,8.8,3.6,7.5,2.8,3.833,5.0,-2,Feminino,15,2022,Não,6.979166666599999
RA-297,2022,3,AMETISTA,7.478,7.1,7.9,6.3,6.6,7.417,10.0,0,Feminino,13,2022,Não,7.572916666599999
RA-298,2022,3,AGATA,6.409,9.2,6.3,5.6,5.2,5.417,10.0,0,Masculino,13,2019,Não,6.95625
RA-299,2022,3,AMETISTA,7.278,7.1,8.2,5.0,6.8,6.708,10.0,0,Feminino,13,2019,Não,7.84375
RA-300,2022,3,QUARTZO,5.557,5.4,6.9,6.3,3.1,5.875,5.0,-1,Masculino,14,2022,Não,6.6666666668
RA-301,2022,3,AGATA,6.802,8.8,5.8,5.6,6.3,6.042,10.0,0,Feminino,13,2019,Não,6.29375
RA-302,2022,3,AGATA,6.334,9.2,7.7,6.9,4.8,6.208,2.5,-3,Masculino,16,2022,Não,7.03125
RA-303,2022,3,AGATA,6.03,7.5,7.2,7.5,3.9,5.375,5.0,-1,Masculino,14,2019,Não,7.625
RA-304,2022,3,AGATA,6.355,8.8,7.7,7.5,4.3,5.542,5.0,-2,Masculino,15,2020,Não,6.8583333334
RA-305,2022,3,AGATA,6.058,7.9,6.6,7.5,4.8,5.208,5.0,-1,Masculino,14,2019,Não,7.125
RA-306,2022,3,AGATA,6.427,8.3,6.8,7.5,5.2,5.958,5.0,-1,Feminino,14,2021,Não,7.03125
RA-307,2022,3,QUARTZO,4.733,5.4,4.5,7.5,2.5,4.708,5.0,-1,Masculino,14,2022,Não,7.2791666666
RA-308,2022,3,AGATA,6.93,7.9,7.4,6.9,5.0,6.167,10.0,0,Masculino,13,2019,Não,6.822916666599999
RA-309,2022,3,AGATA,6.151,9.2,5.2,7.5,6.5,5.083,5.0,-1,Feminino,14,2022,Não,7.01875
RA-310,2022,3,AGATA,6.4,7.9,7.5,7.5,4.5,6.0,5.0,-2,Feminino,15,2022,Não,6.8541666668
RA-311,2022,3,QUARTZO,5.652,7.9,5.6,5.0,5.2,6.222,2.5,-3,Feminino,16,2022,Não,7.416666666599999
RA-312,2022,3,AMETISTA,7.339,9.6,8.1,7.5,5.2,6.167,10.0,0,Feminino,13,2022,Não,7.6583333334
RA-313,2022,3,QUARTZO,5.8,7.5,7.0,5.0,4.1,5.889,5.0,-1,Feminino,14,2022,Não,6.71875
RA-314,2022,3,AGATA,6.1,5.4,5.4,5.0,5.3,6.0,10.0,0,Feminino,13,2022,Não,7.416666666599999
RA-315,2022,3,QUARTZO,5.672,6.7,5.1,7.5,3.0,5.056,10.0,0,Feminino,13,2022,Não,7.4875
RA-316,2022,3,AMETISTA,7.889,10.0,10.0,6.9,6.1,8.389,5.0,-1,Feminino,14,2022,Sim,7.885416666599999
RA-317,2022,3,AMETISTA,7.04,8.8,5.6,7.5,6.8,5.944,10.0,0,Masculino,13,2021,Não,7.583333333400001
RA-318,2022,3,AGATA,6.527,8.3,6.9,6.9,5.8,6.111,5.0,-1,Feminino,14,2019,Não,7.291666666599999
RA-319,2022,3,AMETISTA,7.448,9.2,7.7,7.5,5.2,7.5,10.0,0,Masculino,13,2022,Não,7.425
RA-320,2022,3,AMETISTA,7.897,8.8,10.0,6.9,6.4,8.667,5.0,-1,Feminino,14,2022,Sim,7.28125
RA-321,2022,3,AMETISTA,7.792,9.2,9.1,5.6,5.2,8.278,10.0,0,Feminino,12,2022,Não,7.739583333400001
RA-322,2022,3,AGATA,6.859,7.1,8.1,5.0,4.7,6.778,10.0,0,Feminino,13,2022,Não,6.78125
RA-323,2022,3,AGATA,6.86,9.2,7.3,7.5,3.4,6.611,10.0,0,Masculino,13,2022,Não,6.9791666668
RA-324,2022,2,TOPAZIO,8.27,10.0,9.3,6.9,6.8,8.611,10.0,0,Feminino,10,2022,Sim,7.71875
RA-325,2022,2,AMETISTA,7.619,9.5,6.8,7.5,6.0,8.444,10.0,0,Masculino,10,2022,Sim,8.2291666666
RA-326,2022,2,TOPAZIO,8.22,10.0,9.7,5.0,9.0,8.944,5.0,-1,Feminino,12,2022,Sim,8.3333333334
RA-327,2022,2,AGATA,6.986,8.5,8.8,7.5,2.8,7.333,10.0,0,Masculino,11,2021,Não,7.125
RA-328,2022,2,AGATA,6.823,10.0,7.0,7.5,5.3,7.5,5.0,-1,Masculino,12,2020,Não,7.75
RA-329,2022,2,AGATA,6.313,7.4,6.9,4.4,5.0,5.778,10.0,0,Masculino,11,2019,Não,6.9854166666
RA-330,2022,2,AGATA,6.446,9.5,8.8,7.5,2.5,7.056,5.0,-2,Feminino,14,2018,Não,7.333333333400001
RA-331,2022,2,AGATA,6.636,9.0,8.7,7.5,3.7,6.944,5.0,-1,Feminino,12,2019,Não,7.416666666599999
RA-332,2022,2,AMETISTA,7.883,9.5,9.0,8.1,7.5,8.5,5.0,-1,Masculino,13,2017,Sim,8.077083333400001
RA-333,2022,2,QUARTZO,5.249,8.0,5.8,3.8,2.9,6.722,5.0,-2,Masculino,14,2018,Não,5.989583333400001
RA-334,2022,2,AMETISTA,7.961,6.9,9.2,4.4,8.0,8.722,10.0,0,Feminino,11,2019,Sim,7.625
RA-335,2022,2,AMETISTA,7.902,9.5,9.4,7.5,7.4,6.833,10.0,0,Masculino,10,2022,Não,7.833333333400001
RA-336,2022,2,AGATA,6.787,9.5,8.5,4.4,5.1,7.889,5.0,-1,Masculino,13,2016,Não,6.885416666599999
RA-337,2022,2,AMETISTA,7.914,10.0,9.3,7.5,5.8,7.611,10.0,0,Masculino,11,2022,Não,7.875
RA-338,2022,2,AGATA,6.837,8.5,7.3,7.5,5.8,7.611,5.0,-1,Masculino,12,2019,Não,7.270833333400001
RA-339,2022,2,TOPAZIO,8.488,6.9,9.9,7.5,8.1,8.889,10.0,0,Feminino,11,2019,Sim,8.2916666666
RA-340,2022,2,AMETISTA,7.721,9.0,8.2,7.5,6.5,7.667,10.0,0,Masculino,11,2017,Não,6.5625
RA-341,2022,2,AGATA,6.854,8.0,7.7,7.5,5.8,7.5,5.0,-1,Masculino,12,2022,Não,7.15625
RA-342,2022,2,AGATA,6.941,9.0,6.7,7.5,6.6,7.5,5.0,-2,Feminino,14,2021,Não,7.40625
RA-343,2022,2,AGATA,6.9,9.5,7.4,7.5,5.9,7.167,5.0,-2,Masculino,14,2020,Não,7.21875
RA-344,2022,2,AMETISTA,7.263,8.5,8.3,7.5,4.5,7.5,10.0,0,Masculino,11,2019,Não,7.177083333400001
RA-345,2022,2,QUARTZO,5.75,9.5,5.4,5.6,3.6,6.667,5.0,-1,Masculino,13,2021,Não,7.1229166666
RA-346,2022,2,TOPAZIO,8.143,10.0,9.1,7.5,7.0,7.889,10.0,0,Masculino,10,2022,Não,7.5625
RA-347,2022,2,AMETISTA,7.908,9.0,10.0,5.6,8.5,8.0,5.0,-1,Feminino,12,2019,Não,8.6354166666
RA-348,2022,2,QUARTZO,5.864,9.0,8.7,7.5,1.8,5.833,5.0,-1,Masculino,12,2022,Não,7.1020833334
RA-349,2022,2,QUARTZO,5.658,9.5,7.7,7.5,3.7,3.944,5.0,-1,Masculino,12,2021,Não,7.4375
RA-350,2022,2,TOPAZIO,8.206,10.0,8.8,7.5,6.5,8.611,10.0,0,Feminino,11,2022,Sim,7.354166666599999
RA-351,2022,2,AGATA,6.622,9.0,7.2,7.5,4.0,8.111,5.0,-2,Masculino,14,2022,Não,7.3125
RA-352,2022,2,AMETISTA,7.834,9.0,8.1,5.6,7.0,8.389,10.0,0,Masculino,11,2019,Sim,7.614583333400001
RA-353,2022,2,TOPAZIO,8.264,7.0,10.0,7.5,7.5,8.444,10.0,0,Feminino,11,2022,Sim,8.0729166666
RA-354,2022,2,QUARTZO,5.858,8.5,4.3,7.5,4.5,7.333,5.0,-1,Feminino,13,2018,Não,5.6708333334
RA-355,2022,2,QUARTZO,5.379,5.8,5.0,7.5,4.5,6.056,5.0,-1,Feminino,12,2018,Não,6.9
RA-356,2022,2,AGATA,6.69,10.0,8.4,5.0,4.6,8.278,5.0,-1,Masculino,12,2019,Não,6.9854166666
RA-357,2022,2,AMETISTA,7.836,8.0,9.6,7.5,8.5,7.778,5.0,-1,Masculino,12,2022,Não,8.145833333199999
RA-358,2022,2,QUARTZO,5.412,7.5,6.5,7.5,0.0,7.556,5.0,-1,Masculino,13,2022,Não,7.364583333400001
RA-359,2022,2,AGATA,6.606,9.0,7.0,7.5,4.6,7.5,5.0,-1,Feminino,12,2019,Não,7.33125
RA-360,2022,2,AMETISTA,7.075,9.5,8.5,7.5,5.2,7.5,5.0,-1,Feminino,12,2019,Não,7.5
RA-361,2022,2,AGATA,6.731,7.9,9.2,6.3,5.0,6.778,5.0,-1,Feminino,13,2022,Não,7.6770833332
RA-362,2022,2,AMETISTA,7.413,8.5,7.9,7.5,7.9,7.5,5.0,-1,Feminino,12,2018,Não,7.9375
RA-363,2022,2,AGATA,6.644,10.0,10.0,6.9,2.0,7.056,5.0,-1,Masculino,12,2022,Não,8.1041666666
RA-364,2022,2,TOPAZIO,8.75,9.5,10.0,7.5,8.8,8.167,10.0,0,Masculino,11,2019,Não,8.2083333334
RA-365,2022,2,TOPAZIO,8.063,8.0,10.0,5.0,7.8,7.833,10.0,0,Feminino,10,2022,Não,8.0520833334
RA-366,2022,2,AMETISTA,7.181,9.5,9.4,7.5,5.5,6.833,5.0,-1,Masculino,12,2022,Não,7.96875
RA-367,2022,2,AGATA,6.95,8.5,7.4,6.3,6.7,7.5,5.0,-1,Feminino,12,2018,Não,7.34375
RA-368,2022,2,AGATA,6.969,8.0,7.9,5.0,7.3,7.5,5.0,-1,Masculino,13,2018,Não,7.90625
RA-369,2022,2,AGATA,6.973,9.0,6.9,7.5,4.8,6.889,10.0,0,Masculino,11,2022,Não,6.70625
RA-370,2022,2,AMETISTA,7.066,8.5,8.2,5.0,7.2,7.611,5.0,-1,Feminino,12,2018,Não,7.8125
RA-371,2022,2,TOPAZIO,8.112,9.5,8.0,6.9,8.4,7.667,10.0,0,Feminino,10,2022,Não,6.958333333400001
RA-372,2022,2,AMETISTA,7.304,8.5,5.5,6.9,7.8,7.389,10.0,0,Masculino,10,2021,Não,7.416666666599999
RA-373,2022,2,AMETISTA,7.503,6.4,9.5,5.0,7.3,6.944,10.0,0,Masculino,11,2022,Não,8.2187499998
RA-374,2022,2,AMETISTA,7.747,9.0,9.8,7.5,6.9,7.944,5.0,-1,Feminino,12,2021,Não,7.791666666599999
RA-375,2022,2,AMETISTA,7.831,9.0,9.5,7.5,5.4,7.667,10.0,0,Masculino,11,2019,Não,7.677083333400001
RA-376,2022,2,AGATA,6.957,9.0,9.0,7.5,4.3,7.5,5.0,-1,Feminino,12,2019,Não,7.8333333332
RA-377,2022,2,AGATA,6.743,9.0,7.7,5.6,6.2,6.833,5.0,-1,Feminino,12,2021,Não,7.2854166666
RA-378,2022,2,AMETISTA,7.203,9.0,6.8,5.6,8.1,7.889,5.0,-1,Masculino,12,2021,Não,7.5583333334
RA-379,2022,2,AGATA,6.722,8.5,8.1,7.5,5.0,6.778,5.0,-1,Feminino,13,2022,Não,7.04375
RA-380,2022,2,QUARTZO,4.556,7.9,4.4,5.0,2.5,4.833,5.0,-1,Masculino,13,2017,Não,6.5458333334
RA-381,2022,2,AGATA,6.454,9.0,8.3,6.9,3.3,6.944,5.0,-1,Masculino,13,2018,Não,7.1145833332
RA-382,2022,2,AGATA,6.777,9.0,7.7,6.3,5.4,7.333,5.0,-2,Masculino,14,2017,Não,7.072916666599999
RA-383,2022,2,TOPAZIO,8.4,9.0,9.6,7.5,8.1,7.778,10.0,0,Masculino,11,2019,Não,7.927083333400001
RA-384,2022,2,AMETISTA,7.558,9.0,8.4,6.3,8.1,8.0,5.0,-1,Feminino,12,2017,Não,7.21875
RA-385,2022,2,AGATA,6.083,7.4,7.5,5.0,4.9,6.5,5.0,-1,Feminino,12,2022,Não,7.65625
RA-386,2022,2,AGATA,6.104,10.0,5.9,5.6,4.0,7.222,5.0,-1,Masculino,13,2019,Não,6.947916666599999
RA-387,2022,2,AGATA,6.323,7.0,8.2,7.5,3.7,6.833,5.0,-1,Masculino,13,2019,Não,7.5625
RA-388,2022,2,AGATA,6.654,7.9,8.5,5.6,4.5,7.722,5.0,-2,Feminino,14,2019,Não,7.53125
RA-389,2022,2,AMETISTA,7.184,8.0,8.9,7.5,3.5,7.556,10.0,0,Masculino,11,2019,Não,7.1458333332
RA-390,2022,2,AGATA,6.776,7.4,8.8,6.3,4.7,7.722,5.0,-1,Feminino,12,2022,Não,7.6854166666
RA-391,2022,2,AMETISTA,7.117,10.0,8.1,7.5,5.1,8.056,5.0,-1,Feminino,12,2022,Não,7.3770833334
RA-392,2022,2,AGATA,6.418,9.5,8.8,5.6,4.8,6.778,5.0,-2,Masculino,14,2022,Não,7.520833333400001
RA-393,2022,2,QUARTZO,5.518,10.0,5.4,5.0,4.6,6.778,2.5,-4,Feminino,16,2018,Não,7.166666666599999
RA-394,2022,2,AMETISTA,7.897,9.5,8.6,7.5,5.9,8.444,10.0,0,Feminino,11,2022,Sim,7.60625
RA-395,2022,2,AMETISTA,7.683,9.0,8.9,7.5,4.9,8.333,10.0,0,Feminino,11,2018,Não,7.3125
RA-396,2022,2,AGATA,6.556,9.0,8.0,6.3,5.6,6.556,5.0,-1,Masculino,12,2022,Não,7.0541666666
RA-397,2022,2,QUARTZO,5.852,9.0,5.7,6.9,2.8,7.167,5.0,-2,Feminino,14,2017,Não,7.045833333199999
RA-398,2022,2,AMETISTA,7.742,9.0,9.3,7.5,5.5,7.5,10.0,0,Feminino,10,2022,Não,7.96875
RA-399,2022,2,AGATA,6.58,6.8,9.3,5.6,4.3,7.5,5.0,-1,Feminino,12,2022,Não,7.364583333400001
RA-400,2022,2,AGATA,6.042,9.0,8.5,5.0,1.7,7.444,5.0,-2,Masculino,14,2018,Não,7.072916666599999
RA-401,2022,2,AGATA,6.645,6.9,9.6,7.5,4.3,6.722,5.0,-1,Feminino,12,2021,Não,8.1041666666
RA-402,2022,2,QUARTZO,5.261,9.0,3.7,5.0,3.0,7.222,5.0,-1,Feminino,12,2019,Não,6.7645833334
RA-403,2022,2,AMETISTA,7.455,9.5,9.3,7.5,6.3,7.5,5.0,-1,Masculino,12,2020,Não,7.510416666599999
RA-404,2022,2,AGATA,6.658,9.0,7.3,7.5,5.3,6.944,5.0,-1,Feminino,12,2020,Não,7.5625
RA-405,2022,2,QUARTZO,5.661,9.5,6.2,5.0,3.3,6.0,5.0,-1,Masculino,13,2016,Não,6.2875
RA-406,2022,2,AMETISTA,7.496,9.5,9.5,7.5,6.6,7.333,5.0,-1,Feminino,13,2019,Não,8.1666666666
RA-407,2022,2,AMETISTA,7.195,8.5,9.3,7.5,6.0,7.056,5.0,-1,Masculino,13,2022,Não,8.09375
RA-408,2022,2,AGATA,6.725,8.0,9.7,7.5,3.3,7.333,5.0,-1,Feminino,12,2022,Não,7.3083333334
RA-409,2022,2,TOPAZIO,8.15,7.9,9.7,7.5,7.8,7.5,10.0,0,Feminino,11,2022,Não,7.8125
RA-410,2022,2,QUARTZO,5.675,7.4,6.5,6.3,2.0,7.444,5.0,-2,Masculino,14,2018,Não,6.8583333334
RA-411,2022,2,AMETISTA,7.232,6.4,8.6,7.5,7.1,7.833,5.0,-1,Feminino,12,2019,Não,8.3541666666
